"date","ndvi"
1981.5,6340
1981.54166666667,6120
1981.58333333333,6250
1981.625,5640
1981.66666666667,5290
1981.70833333333,5260
1981.75,4270
1981.79166666667,4050
1981.83333333333,4190
1981.875,2000
1981.91666666667,1510
1981.95833333333,760
1982,1600
1982.04166666667,1210
1982.08333333333,1920
1982.125,1360
1982.16666666667,640
1982.20833333333,420
1982.25,1220
1982.29166666667,1560
1982.33333333333,1700
1982.375,3750
1982.41666666667,4060
1982.45833333333,4910
1982.5,5120
1982.54166666667,6260
1982.58333333333,6220
1982.625,5710
1982.66666666667,5720
1982.70833333333,5200
1982.75,4040
1982.79166666667,3210
1982.83333333333,2380
1982.875,1360
1982.91666666667,1590
1982.95833333333,1650
1983,1910
1983.04166666667,1330
1983.08333333333,1770
1983.125,1490
1983.16666666667,1150
1983.20833333333,1560
1983.25,1510
1983.29166666667,1990
1983.33333333333,2330
1983.375,3620
1983.41666666667,3360
1983.45833333333,5180
1983.5,6220
1983.54166666667,6270
1983.58333333333,5830
1983.625,4620
1983.66666666667,5430
1983.70833333333,5230
1983.75,4230
1983.79166666667,3610
1983.83333333333,2280
1983.875,1380
1983.91666666667,1090
1983.95833333333,1430
1984,1640
1984.04166666667,1870
1984.08333333333,1650
1984.125,1230
1984.16666666667,750
1984.20833333333,820
1984.25,1360
1984.29166666667,1770
1984.33333333333,2410
1984.375,4690
1984.41666666667,4570
1984.45833333333,5560
1984.5,6330
1984.54166666667,5000
1984.58333333333,6590
1984.625,5980
1984.66666666667,5430
1984.70833333333,5450
1984.75,3670
1984.79166666667,1850
1984.83333333333,1110
1984.875,2050
1984.91666666667,1750
1984.95833333333,1650
1985,2020
1985.04166666667,2240
1985.08333333333,2320
1985.125,2450
1985.16666666667,1990
1985.20833333333,1830
1985.25,1430
1985.29166666667,1570
1985.33333333333,3660
1985.375,4460
1985.41666666667,4640
1985.45833333333,5880
1985.5,5150
1985.54166666667,5980
1985.58333333333,5330
1985.625,5710
1985.66666666667,4850
1985.70833333333,5320
1985.75,4200
1985.79166666667,3500
1985.83333333333,2900
1985.875,2000
1985.91666666667,1940
1985.95833333333,2090
1986,2240
1986.04166666667,1870
1986.08333333333,1780
1986.125,2320
1986.16666666667,2130
1986.20833333333,1920
1986.25,1770
1986.29166666667,1480
1986.33333333333,3030
1986.375,4600
1986.41666666667,5000
1986.45833333333,5430
1986.5,6710
1986.54166666667,6160
1986.58333333333,5910
1986.625,5670
1986.66666666667,5320
1986.70833333333,4680
1986.75,4230
1986.79166666667,3940
1986.83333333333,2430
1986.875,2480
1986.91666666667,2700
1986.95833333333,2590
1987,2110
1987.04166666667,2070
1987.08333333333,1860
1987.125,1750
1987.16666666667,1930
1987.20833333333,2150
1987.25,1970
1987.29166666667,2700
1987.33333333333,4460
1987.375,4570
1987.41666666667,5440
1987.45833333333,5530
1987.5,6230
1987.54166666667,6010
1987.58333333333,6290
1987.625,5710
1987.66666666667,4900
1987.70833333333,4760
1987.75,4340
1987.79166666667,3720
1987.83333333333,4000
1987.875,2300
1987.91666666667,2350
1987.95833333333,2730
1988,2070
1988.04166666667,2020
1988.08333333333,2150
1988.125,2510
1988.16666666667,2260
1988.20833333333,1310
1988.25,2550
1988.29166666667,2190
1988.33333333333,4220
1988.375,4940
1988.41666666667,5090
1988.45833333333,5390
1988.5,6250
1988.54166666667,5810
1988.58333333333,5260
1988.625,3330
1988.66666666667,3120
1988.70833333333,3870
1988.75,2670
1988.79166666667,1740
1988.83333333333,980
1988.875,1050
1988.91666666667,1020
1988.95833333333,1070
1989,1070
1989.04166666667,1080
1989.08333333333,1030
1989.125,1230
1989.16666666667,1000
1989.20833333333,820
1989.25,830
1989.29166666667,990
1989.33333333333,2090
1989.375,2810
1989.41666666667,3550
1989.45833333333,4890
1989.5,5190
1989.54166666667,4630
1989.58333333333,5420
1989.625,5300
1989.66666666667,5370
1989.70833333333,5060
1989.75,3380
1989.79166666667,2390
1989.83333333333,1030
1989.875,980
1989.91666666667,770
1989.95833333333,1200
1990,960
1990.04166666667,950
1990.08333333333,840
1990.125,1280
1990.16666666667,660
1990.20833333333,730
1990.25,660
1990.29166666667,1560
1990.33333333333,1780
1990.375,2700
1990.41666666667,2860
1990.45833333333,5530
1990.5,5440
1990.54166666667,6160
1990.58333333333,5830
1990.625,5140
1990.66666666667,4610
1990.70833333333,4650
1990.75,2560
1990.79166666667,1570
1990.83333333333,1190
1990.875,1640
1990.91666666667,1630
1990.95833333333,1260
1991,1300
1991.04166666667,1270
1991.08333333333,1000
1991.125,1070
1991.16666666667,920
1991.20833333333,580
1991.25,510
1991.29166666667,600
1991.33333333333,1150
1991.375,2880
1991.41666666667,4550
1991.45833333333,4970
1991.5,5590
1991.54166666667,6380
1991.58333333333,5710
1991.625,4770
1991.66666666667,4760
1991.70833333333,4890
1991.75,3610
1991.79166666667,2330
1991.83333333333,1110
1991.875,1240
1991.91666666667,870
1991.95833333333,1440
1992,850
1992.04166666667,900
1992.08333333333,940
1992.125,980
1992.16666666667,1380
1992.20833333333,530
1992.25,680
1992.29166666667,1490
1992.33333333333,2770
1992.375,4320
1992.41666666667,4530
1992.45833333333,4410
1992.5,5860
1992.54166666667,6420
1992.58333333333,5680
1992.625,5220
1992.66666666667,4920
1992.70833333333,5010
1992.75,3070
1992.79166666667,3450
1992.83333333333,1660
1992.875,1410
1992.91666666667,830
1992.95833333333,980
1993,1020
1993.04166666667,790
1993.08333333333,900
1993.125,710
1993.16666666667,760
1993.20833333333,500
1993.25,420
1993.29166666667,380
1993.33333333333,1620
1993.375,2970
1993.41666666667,4050
1993.45833333333,5040
1993.5,6410
1993.54166666667,5550
1993.58333333333,5230
1993.625,4510
1993.66666666667,5120
1993.70833333333,4340
1993.75,3270
1993.79166666667,2710
1993.83333333333,2470
1993.875,2020
1993.91666666667,1690
1993.95833333333,1370
1994,1430
1994.04166666667,1300
1994.08333333333,880
1994.125,790
1994.16666666667,1260
1994.20833333333,1010
1994.25,1080
1994.29166666667,720
1994.33333333333,2120
1994.375,3350
1994.41666666667,4340
1994.45833333333,6030
1994.5,5450
1994.54166666667,6270
1994.58333333333,5650
1994.625,4050
1994.66666666667,4780
1994.70833333333,4730
1994.75,2760
1994.79166666667,2250
1994.83333333333,1330
1994.875,1050
1994.91666666667,1100
1994.95833333333,630
1995,1080
1995.04166666667,770
1995.08333333333,530
1995.125,770
1995.16666666667,1000
1995.20833333333,1480
1995.25,520
1995.29166666667,1280
1995.33333333333,1380
1995.375,3290
1995.41666666667,3550
1995.45833333333,4380
1995.5,5600
1995.54166666667,6250
1995.58333333333,5640
1995.625,5630
1995.66666666667,4990
1995.70833333333,4480
1995.75,3240
1995.79166666667,2780
1995.83333333333,2210
1995.875,1320
1995.91666666667,490
1995.95833333333,780
1996,1150
1996.04166666667,910
1996.08333333333,1070
1996.125,700
1996.16666666667,1170
1996.20833333333,680
1996.25,622
1996.29166666667,700
1996.33333333333,2220
1996.375,3480
1996.41666666667,4230
1996.45833333333,4900
1996.5,5830
1996.54166666667,5800
1996.58333333333,5500
1996.625,5630
1996.66666666667,5050
1996.70833333333,4380
1996.75,3410
1996.79166666667,1830
1996.83333333333,410
1996.875,420
1996.91666666667,700
1996.95833333333,600
1997,830
1997.04166666667,590
1997.08333333333,700
1997.125,1070
1997.16666666667,680
1997.20833333333,880
1997.25,710
1997.29166666667,560
1997.33333333333,2630
1997.375,3150
1997.41666666667,4570
1997.45833333333,4820
1997.5,6320
1997.54166666667,5960
1997.58333333333,6000
1997.625,5610
1997.66666666667,5300
1997.70833333333,4530
1997.75,3640
1997.79166666667,3200
1997.83333333333,2620
1997.875,1910
1997.91666666667,1690
1997.95833333333,1440
1998,760
1998.04166666667,920
1998.08333333333,430
1998.125,1080
1998.16666666667,1090
1998.20833333333,1200
1998.25,1150
1998.29166666667,1190
1998.33333333333,2110
1998.375,3580
1998.41666666667,4070
1998.45833333333,5430
1998.5,5220
1998.54166666667,5940
1998.58333333333,6170
1998.625,5600
1998.66666666667,4930
1998.70833333333,5150
1998.75,4150
1998.79166666667,3530
1998.83333333333,2280
1998.875,1320
1998.91666666667,1050
1998.95833333333,1350
1999,550
1999.04166666667,770
1999.08333333333,980
1999.125,830
1999.16666666667,1044
1999.20833333333,210
1999.25,910
1999.29166666667,710
1999.33333333333,790
1999.375,3120
1999.41666666667,4170
1999.45833333333,3780
1999.5,6030
1999.54166666667,5770
1999.58333333333,5380
1999.625,5570
1999.66666666667,5320
1999.70833333333,4330
1999.75,4200
1999.79166666667,3590
1999.83333333333,2820
1999.875,2220
1999.91666666667,1830
1999.95833333333,1500
2000,1310
2000.04166666667,1460
2000.08333333333,820
2000.125,1180
2000.16666666667,1150
2000.20833333333,1130
2000.25,1240
2000.29166666667,2130
2000.33333333333,3370
2000.375,3390
2000.41666666667,4560
2000.45833333333,5520
2000.5,6120
2000.54166666667,5940
2000.58333333333,5770
2000.625,4450
2000.66666666667,4900
2000.70833333333,4040
2000.75,4050
2000.79166666667,3200
2000.83333333333,2510
2000.875,2590
2000.91666666667,2300
2000.95833333333,1360
2001,2020
2001.04166666667,1470
2001.08333333333,1260
2001.125,780
2001.16666666667,1300
2001.20833333333,620
2001.25,760
2001.29166666667,1270
2001.33333333333,2280
2001.375,4780
2001.41666666667,5150
2001.45833333333,5020
2001.5,6360
2001.54166666667,6140
2001.58333333333,6062
2001.625,6350
2001.66666666667,5480
2001.70833333333,5910
2001.75,4680
2001.79166666667,3490
2001.83333333333,3160
2001.875,2600
2001.91666666667,2020
2001.95833333333,1440
2002,1910
2002.04166666667,1030
2002.08333333333,1390
2002.125,1370
2002.16666666667,1160
2002.20833333333,820
2002.25,690
2002.29166666667,1530
2002.33333333333,2970
2002.375,3910
2002.41666666667,4540
2002.45833333333,5340
2002.5,6420
2002.54166666667,5360
2002.58333333333,6100
2002.625,4950
2002.66666666667,5090
2002.70833333333,5970
2002.75,4312
2002.79166666667,3930
2002.83333333333,2590
2002.875,1972
2002.91666666667,2240
2002.95833333333,940
2003,1210
2003.04166666667,670
2003.08333333333,870
2003.125,1380
2003.16666666667,770
2003.20833333333,1000
2003.25,1220
2003.29166666667,860
2003.33333333333,2140
2003.375,3750
2003.41666666667,4760
2003.45833333333,5120
2003.5,6050
2003.54166666667,5560
2003.58333333333,5830
2003.625,5470
2003.66666666667,5460
2003.70833333333,6100
2003.75,4220
2003.79166666667,3770
2003.83333333333,2560
2003.875,1900
2003.91666666667,1990
2003.95833333333,1410
2004,1490
2004.04166666667,920
2004.08333333333,1090
2004.125,600
2004.16666666667,810
2004.20833333333,540
2004.25,600
2004.29166666667,1440
2004.33333333333,2560
2004.375,3340
2004.41666666667,4480
2004.45833333333,5262
2004.5,6340
2004.54166666667,6400
2004.58333333333,6660
2004.625,5760
2004.66666666667,5310
2004.70833333333,4890
2004.75,4090
2004.79166666667,2042
2004.83333333333,2190
2004.875,1930
2004.91666666667,1670
2004.95833333333,1540
2005,1682
2005.04166666667,1070
2005.08333333333,1310
2005.125,1420
2005.16666666667,1060
2005.20833333333,1240
2005.25,950
2005.29166666667,1570
2005.33333333333,940
2005.375,4160
2005.41666666667,4300
2005.45833333333,5430
2005.5,6350
2005.54166666667,6870
2005.58333333333,6092
2005.625,5710
2005.66666666667,5510
2005.70833333333,5180
2005.75,4622
2005.79166666667,4050
2005.83333333333,2302
2005.875,1650
2005.91666666667,1630
2005.95833333333,1480
2006,1260
2006.04166666667,1330
2006.08333333333,1360
2006.125,1410
2006.16666666667,1380
2006.20833333333,1010
2006.25,930
2006.29166666667,1510
2006.33333333333,2680
2006.375,4470
2006.41666666667,5170
2006.45833333333,5600
2006.5,6530
2006.54166666667,6530
2006.58333333333,6150
2006.625,5650
2006.66666666667,5570
2006.70833333333,5360
2006.75,4490
2006.79166666667,3680
2006.83333333333,2890
2006.875,1970
2006.91666666667,1690
2006.95833333333,1430
2007,1580
2007.04166666667,1530
2007.08333333333,1300
2007.125,1360
2007.16666666667,1210
2007.20833333333,1000
2007.25,2130
2007.29166666667,3140
2007.33333333333,4870
2007.375,4540
2007.41666666667,5270
2007.45833333333,5790
2007.5,5540
2007.54166666667,5460
2007.58333333333,5850
2007.625,5620
2007.66666666667,5350
2007.70833333333,5550
2007.75,3712
2007.79166666667,2810
2007.83333333333,2910
2007.875,1960
2007.91666666667,1810
2007.95833333333,1530
2008,1540
2008.04166666667,1380
2008.08333333333,1310
2008.125,1310
2008.16666666667,1472
2008.20833333333,1130
2008.25,1100
2008.29166666667,1670
2008.33333333333,1480
2008.375,2130
2008.41666666667,4340
2008.45833333333,5510
2008.5,6230
2008.54166666667,6390
2008.58333333333,6060
2008.625,6040
2008.66666666667,5440
2008.70833333333,5480
2008.75,4290
2008.79166666667,4550
2008.83333333333,2930
2008.875,2890
2008.91666666667,2370
2008.95833333333,1860
2009,1940
2009.04166666667,2010
2009.08333333333,1970
2009.125,1570
2009.16666666667,1450
2009.20833333333,1190
2009.25,1010
2009.29166666667,1540
2009.33333333333,3010
2009.375,4820
2009.41666666667,4900
2009.45833333333,6220
2009.5,6350
2009.54166666667,5910
2009.58333333333,5860
2009.625,6370
2009.66666666667,6840
2009.70833333333,5910
2009.75,3900
2009.79166666667,3650
2009.83333333333,3760
2009.875,2770
2009.91666666667,2840
2009.95833333333,2380
2010,2360
2010.04166666667,2150
2010.08333333333,2100
2010.125,2120
2010.16666666667,1920
2010.20833333333,1700
2010.25,1470
2010.29166666667,1820
2010.33333333333,2710
2010.375,4720
2010.41666666667,5252
2010.45833333333,6060
2010.5,6340
2010.54166666667,6690
2010.58333333333,6492
2010.625,6900
2010.66666666667,6820
2010.70833333333,6420
2010.75,5102
2010.79166666667,4440
2010.83333333333,3110
2010.875,1630
2010.91666666667,1710
2010.95833333333,1950
2011,1860
2011.04166666667,1840
2011.08333333333,2270
2011.125,1530
2011.16666666667,1110
2011.20833333333,1220
2011.25,1350
2011.29166666667,1470
2011.33333333333,1600
2011.375,1280
2011.41666666667,2900
2011.45833333333,5730
2011.5,6880
2011.54166666667,7380
2011.58333333333,6910
2011.625,6990
2011.66666666667,7420
2011.70833333333,7260
2011.75,4890
2011.79166666667,4440
2011.83333333333,3020
2011.875,2440
2011.91666666667,2920
2011.95833333333,2680
2012,4360
2012.04166666667,5440
2012.08333333333,5970
2012.125,6320
2012.16666666667,6250
2012.20833333333,6110
2012.25,6240
2012.29166666667,6380
2012.33333333333,6260
2012.375,6260
2012.41666666667,5460
2012.45833333333,5460
2012.5,4640
2012.54166666667,3630
2012.58333333333,3510
2012.625,2350
2012.66666666667,1440
2012.70833333333,1850
2012.75,2210
2012.79166666667,1960
2012.83333333333,1750
2012.875,1630
2012.91666666667,1660
2012.95833333333,1780
2013,1750
2013.04166666667,1730
2013.08333333333,3960
2013.125,5440
2013.16666666667,5760
2013.20833333333,5910
2013.25,6350
2013.29166666667,6470
2013.33333333333,6300
2013.375,5890
2013.41666666667,5980
2013.45833333333,5440
2013.5,4260
2013.54166666667,3320
2013.58333333333,2130
2013.625,1930
2013.66666666667,1850
2013.70833333333,1860
